2022-02-10T00:00:00.715935,1009.82
2022-02-10T00:00:01.625982,1009.81
2022-02-10T00:00:02.555935,1009.81
2022-02-10T00:00:03.471016,1009.81
2022-02-10T00:00:04.381195,1009.81
2022-02-10T00:00:05.311062,1009.81
2022-02-10T00:00:06.226239,1009.81
2022-02-10T00:00:07.136140,1009.81
2022-02-10T00:00:08.066179,1009.81
2022-02-10T00:00:08.981177,1009.80
2022-02-10T00:00:09.891176,1009.80
2022-02-10T00:00:10.821321,1009.81
2022-02-10T00:00:11.736304,1009.80
2022-02-10T00:00:12.646692,1009.80
2022-02-10T00:00:13.576449,1009.81
2022-02-10T00:00:14.491398,1009.81
2022-02-10T00:00:15.401468,1009.81
2022-02-10T00:00:16.331551,1009.81
2022-02-10T00:00:17.246819,1009.81
2022-02-10T00:00:18.156546,1009.81
2022-02-10T00:00:19.086609,1009.81
2022-02-10T00:00:20.001573,1009.81
2022-02-10T00:00:20.911595,1009.81
2022-02-10T00:00:21.836714,1009.82
2022-02-10T00:00:22.751709,1009.82
2022-02-10T00:00:23.666781,1009.82
2022-02-10T00:00:24.591758,1009.81
2022-02-10T00:00:25.506785,1009.82
2022-02-10T00:00:26.421733,1009.81
2022-02-10T00:00:27.346938,1009.81
2022-02-10T00:00:28.261951,1009.82
2022-02-10T00:00:29.171861,1009.82
2022-02-10T00:00:30.102056,1009.82
2022-02-10T00:00:31.017297,1009.82
2022-02-10T00:00:31.927099,1009.82
2022-02-10T00:00:32.857218,1009.82
2022-02-10T00:00:33.772225,1009.82
2022-02-10T00:00:34.682459,1009.82
2022-02-10T00:00:35.612274,1009.82
2022-02-10T00:00:36.527383,1009.82
2022-02-10T00:00:37.437453,1009.83
2022-02-10T00:00:38.367616,1009.83
2022-02-10T00:00:39.282391,1009.83
2022-02-10T00:00:40.192605,1009.82
2022-02-10T00:00:41.122529,1009.82
2022-02-10T00:00:42.037697,1009.82
2022-02-10T00:00:42.947771,1009.82
2022-02-10T00:00:43.877599,1009.82
2022-02-10T00:00:44.792575,1009.82
2022-02-10T00:00:45.702726,1009.81
2022-02-10T00:00:46.632706,1009.81
2022-02-10T00:00:47.547831,1009.81
2022-02-10T00:00:48.457762,1009.81
2022-02-10T00:00:49.388010,1009.81
2022-02-10T00:00:50.302886,1009.81
2022-02-10T00:00:51.212970,1009.81
2022-02-10T00:00:52.142959,1009.81
2022-02-10T00:00:53.057982,1009.81
2022-02-10T00:00:53.968152,1009.81
2022-02-10T00:00:54.893040,1009.81
2022-02-10T00:00:55.808058,1009.81
2022-02-10T00:00:56.723087,1009.82
2022-02-10T00:00:57.648224,1009.82
2022-02-10T00:00:58.563160,1009.82
2022-02-10T00:00:59.930579,1009.82
2022-02-10T00:01:00.660597,1009.82
2022-02-10T00:01:01.318349,1009.82
2022-02-10T00:01:02.228348,1009.82
2022-02-10T00:01:03.158407,1009.83
2022-02-10T00:01:04.073301,1009.82
2022-02-10T00:01:04.983461,1009.82
2022-02-10T00:01:05.913424,1009.82
2022-02-10T00:01:06.828500,1009.82
2022-02-10T00:01:07.738617,1009.83
2022-02-10T00:01:08.668606,1009.83
2022-02-10T00:01:09.583577,1009.82
2022-02-10T00:01:10.493585,1009.82
2022-02-10T00:01:11.423686,1009.82
2022-02-10T00:01:12.338730,1009.83
2022-02-10T00:01:13.248624,1009.83
2022-02-10T00:01:14.178854,1009.83
2022-02-10T00:01:15.093840,1009.83
2022-02-10T00:01:16.006155,1009.84
2022-02-10T00:01:16.933774,1009.83
2022-02-10T00:01:17.848821,1009.83
2022-02-10T00:01:18.758887,1009.83
2022-02-10T00:01:19.688799,1009.83
2022-02-10T00:01:20.603898,1009.83
2022-02-10T00:01:21.513917,1009.83
2022-02-10T00:01:22.445548,1009.82
2022-02-10T00:01:23.359287,1009.82
2022-02-10T00:01:24.269189,1009.82
2022-02-10T00:01:25.199257,1009.83
2022-02-10T00:01:26.114144,1009.83
2022-02-10T00:01:27.024144,1009.84
2022-02-10T00:01:27.949281,1009.83
2022-02-10T00:01:28.864219,1009.83
2022-02-10T00:01:29.779342,1009.83
2022-02-10T00:01:30.704304,1009.83
2022-02-10T00:01:31.619425,1009.84
2022-02-10T00:01:32.534331,1009.84
2022-02-10T00:01:33.459508,1009.83
2022-02-10T00:01:34.374546,1009.84
2022-02-10T00:01:35.284490,1009.84
2022-02-10T00:01:36.214508,1009.84
2022-02-10T00:01:37.129490,1009.84
2022-02-10T00:01:38.039475,1009.84
2022-02-10T00:01:38.969664,1009.83
2022-02-10T00:01:39.884699,1009.84
2022-02-10T00:01:40.794710,1009.84
2022-02-10T00:01:41.724736,1009.84
2022-02-10T00:01:42.639672,1009.84
2022-02-10T00:01:43.549661,1009.84
2022-02-10T00:01:44.479813,1009.84
2022-02-10T00:01:45.394742,1009.84
2022-02-10T00:01:46.304686,1009.84
2022-02-10T00:01:47.234907,1009.84
2022-02-10T00:01:48.149823,1009.84
2022-02-10T00:01:49.060222,1009.84
2022-02-10T00:01:49.989926,1009.84
2022-02-10T00:01:50.904978,1009.84
2022-02-10T00:01:51.815041,1009.84
2022-02-10T00:01:52.745065,1009.84
2022-02-10T00:01:53.660129,1009.84
2022-02-10T00:01:54.570162,1009.84
2022-02-10T00:01:55.500120,1009.84
2022-02-10T00:01:56.415213,1009.84
